Typ,Nr,Namn,Address1,Address2,Address3,Address4,Address5,Telefon,ButiksTyp,Tjanster,SokOrd,Oppettider,RT90x,RT90y
Butik,521,,Torggatan 3,,590 37,KISA,Östergötlands län,0494/713 45,,,ÖSTERGÖTLAND;KINDA;TORGMANNABACKEN,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6429382,1489791
Butik,522,,Riddaregatan 1,,599 31,ÖDESHÖG,Östergötlands län,0144/109 44,,,ÖSTERGÖTLAND;OMBERG;ALVASTRA,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;Valborgsmässoafton;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6456749,1432291
Butik,523,,Hagagatan 1a,,S-570 60,Ydre,Östergötlands län,0381/606 88,,,ÖSTERGÖTLAND;YDRE;ÖSTERBYMO KOMMUNHUS,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6411221.557,1468589.563
Butik,524,,Postgatan 5 C,,590 11,BOXHOLM,Östergötlands län,0142/509 88,,,ÖSTERGÖTLAND,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;Stängt;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;Stängt;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6452813,1455910
Butik,525,Djurgården,Åsmestadsgatan 6,,583 38,Linköping,Östergötlands län,013/21 00 74,,,,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6473703,1487321
Butik,601,A6,Bataljonsgatan 5,,553 05,JÖNKÖPING,Jönköpings län,036/16 53 14,,,SMÅLAND;A6 CENTER,2019-04-29;10:00;20:00;;;0;_*2019-04-30;10:00;18:00;;;Valborgsmässoafton;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;20:00;;;0;_*2019-05-03;10:00;20:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;20:00;;;0;_*2019-05-07;10:00;20:00;;;0;_*2019-05-08;10:00;20:00;;;0;_*2019-05-09;10:00;20:00;;;0;_*2019-05-10;10:00;20:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;20:00;;;0;_*2019-05-14;10:00;20:00;;;0;,6406348.905,1404838.448
Butik,602,Atollen,Fiskargränd 5,,553 20,JÖNKÖPING,Jönköpings län,036/71 11 96,,Dryckesprovning,SMÅLAND;SOFIAKYRKAN;VÄSTER;JUNEPORTEN,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;Valborgsmässoafton;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6407378.48,1402829.945
Butik,604,,Jönköpingsvägen 7 B,,566 31,HABO,Jönköpings län,036/411 33,,,SMÅLAND;VÄSTERGÖTLAND;HABO KYRKA,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;Valborgsmässoafton;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6421781,1397415
Butik,605,,Flanaden,,331 30,VÄRNAMO,Jönköpings län,0370/107 27,,,SMÅLAND;APPLEDALEN;BRUNO MATTSON;VANDALORUM,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6341157,1393302
Butik,606,,Rosenborgsgatan 33,,561 31,HUSKVARNA,Jönköpings län,036/13 11 97,,,SMÅLAND,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;Valborgsmässoafton;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6408236,1408994
Butik,607,,Storgatan 34,,571 31,NÄSSJÖ,Jönköpings län,0380/109 40,,,SMÅLAND,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;Valborgsmässoafton;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6392635,1433722
Butik,608,,Biblioteksgatan 8,,574 32,VETLANDA,Jönköpings län,0383/182 74,,,SMÅLAND;VETLANDA STADSHUS,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;Valborgsmässoafton;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6366864,1456746
Butik,609,,Södra Storgatan 4 C,,575 31,EKSJÖ,Jönköpings län,0381/61 12 05,,,SMÅLAND,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;Valborgsmässoafton;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6393656,1450327
Butik,610,,Storgatan 23,,573 32,TRANÅS,Jönköpings län,0140/139 17,,,SMÅLAND;TRANÅS STADSHUS,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;Valborgsmässoafton;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6434741,1450918
Butik,611,,Köpmangatan 4,,332 30,GISLAVED,Jönköpings län,0371/102 07,,,SMÅLAND,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6355208,1363441
Butik,612,,Storgatan 5,,576 31,SÄVSJÖ,Jönköpings län,0382/106 59,,,SMÅLAND;SÄVSJÖ SLOTTSRUIN,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;Valborgsmässoafton;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6364513,1431555
Butik,613,,Köpmansgatan 6,,578 32,ANEBY,Jönköpings län,0380/412 15,,,SMÅLAND,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;Valborgsmässoafton;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6413118.174,1441191.276
Butik,615,,Köpmansgatan 2,,S-335 30,GNOSJÖ,Jönköpings län,0370/992 09,,,SMÅLAND,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6361174.543,1375254.971
Butik,616,,Järnvägsgatan 29,,565 32,MULLSJÖ,Jönköpings län,0392/106 89,,,SMÅLAND;NYHEM,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;Valborgsmässoafton;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6422852,1386083
Butik,618,,Centralplan 1,,S-568 30,SKILLINGARYD,Jönköpings län,0370/705 11,,,SMÅLAND,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6368256.488,1397102.923
Butik,619,,Ribbagårdsgränd 2,,563 31,GRÄNNA,Jönköpings län,0390/120 13,,,SMÅLAND,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;Valborgsmässoafton;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6433960,1420909
Butik,701,Affärshuset Tegner,Storgatan 40,,352 31,VÄXJÖ,Kronobergs län,0470/122 13,,,SMÅLAND,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6306371.113,1438703.801
Butik,702,,Eskilsgatan 7,,341 43,LJUNGBY,Kronobergs län,0372/100 31,,,SMÅLAND;KRONOBERG;OXTORGET,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6302408,1386202
Butik,703,,Norra Esplanaden 6,,343 30,ÄLMHULT,Kronobergs län,0476/710 88,,,SMÅLAND;KRONOBERG;IKEA ÄLMHULT,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6270668,1397644
Butik,704,,Storgatan 14,,342 30,ALVESTA,Kronobergs län,0472/124 01,,,SMÅLAND;KRONOBERG;ALVESTA JÄRNVÄGSSTATION;ALVESTA KOMMUNHUS,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6308791,1423876
Butik,705,,Drottninggatan 32,,285 31,MARKARYD,Kronobergs län,0433/716 21,,,SMÅLAND;KRONOBERG;MARKARYD KYRKA,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6261755.127,1363935.403
Butik,706,,Storgatan 74,,362 30,TINGSRYD,Kronobergs län,0477/108 87,,,SMÅLAND;KRONOBERG,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;Helgdag;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;Helgdag;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6266611,1449184
Butik,707,Samarkand,Hejaregatan 22,,352 46,VÄXJÖ,Kronobergs län,0470/128 30,,,SMÅLAND;KRONOBERG;GRAND SAMARKAND;SAMARKAND,2019-04-29;10:00;20:00;;;0;_*2019-04-30;10:00;20:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;20:00;;;0;_*2019-05-03;10:00;20:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;20:00;;;0;_*2019-05-07;10:00;20:00;;;0;_*2019-05-08;10:00;20:00;;;0;_*2019-05-09;10:00;20:00;;;0;_*2019-05-10;10:00;20:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;20:00;;;0;_*2019-05-14;10:00;20:00;;;0;,6306955,1436486
Butik,708,,Olofsgatan 10,,364 30,ÅSEDA,Kronobergs län,0474/103 10,,,SMÅLAND;KRONOBERG;UPPVIDINGE;ÅSEDA FOLKETS HUS,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6338507,1472131
Butik,709,,Storgatan 71,,365 32,LESSEBO,Kronobergs län,0478/122 87,,,SMÅLAND;KRONOBERG;GLASRIKET;LESSEBO CENTRUM,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;14:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;14:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6291735,1467278
Butik,710,Norremark,Deltavägen 4,,352 45,VÄXJÖ,Kronobergs län,0470/53 88 90,,Dryckesprovning,,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6308888.458,1440677.155
Butik,801,Giraffen,Verkstadsgatan 8,,392 39,KALMAR,Kalmar län,0480/41 10 44,,Dryckesprovning,SMÅLAND,2019-04-29;10:00;19:00;;;0;_*2019-04-30;10:00;19:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;19:00;;;0;_*2019-05-03;10:00;19:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;19:00;;;0;_*2019-05-07;10:00;19:00;;;0;_*2019-05-08;10:00;19:00;;;0;_*2019-05-09;10:00;19:00;;;0;_*2019-05-10;10:00;19:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;19:00;;;0;_*2019-05-14;10:00;19:00;;;0;,6282701,1532558
Butik,802,,Norra Långgatan 23-25,,392 32,KALMAR,Kalmar län,0480/101 44,,,SMÅLAND;KVARNHOLMEN,2019-04-29;10:00;18:00;;;0;_*2019-04-30;10:00;18:00;;;0;_*2019-05-01;00:00;00:00;;;Första maj;_*2019-05-02;10:00;18:00;;;0;_*2019-05-03;10:00;18:00;;;0;_*2019-05-04;10:00;15:00;;;0;_*2019-05-05;00:00;00:00;;;-;_*2019-05-06;10:00;18:00;;;0;_*2019-05-07;10:00;18:00;;;0;_*2019-05-08;10:00;18:00;;;0;_*2019-05-09;10:00;18:00;;;0;_*2019-05-10;10:00;18:00;;;0;_*2019-05-11;10:00;15:00;;;0;_*2019-05-12;00:00;00:00;;;-;_*2019-05-13;10:00;18:00;;;0;_*2019-05-14;10:00;18:00;;;0;,6282033,1534227
