Typ,Nr,Namn,Address1,Address2,Address3,Address4,Address5,Telefon,ButiksTyp,Tjanster,SokOrd,Oppettider,RT90x,RT90y
Ombud,068209-90C,ICA Nära Malmbäck,Torget 5,,571 68,MALMBÄCK,Jönköpings län,0380-66 05 50,,,JÖNKÖPING;NÄSSJÖ,,6384284,1419570
Ombud,068302-90A,ICA Nära i Bredaryd,Storgatan 8,,333 71,BREDARYD,Jönköpings län,0370-800 18,,,SMÅLAND;VÄRNAMO,,6340533,1374969
Ombud,068521-90A,Ica Nära Landsbro,Brobygränd,,570 12,LANDSBRO,Jönköpings län,0383-600 28,,,Småland;Jönköpings län,,6360754,1445521
Ombud,068602-92A,Ica Nära Mathörnan,Lingströmsgatan 4,,598 97,MARIANNELUND,Jönköpings län,0496-102 93,,,,,6387902.971,1486079.621
Ombud,068605-91A,ICA Nära Hjältevad,Storgatan 8,,570 32,HJÄLTEVAD,Jönköpings län,0381-230 14,,,SMÅLAND;EKSJÖ,,6389476,1472409
Ombud,076003-90D,Trafikbutiken,Romarliden 10,,36441,LENHOVDA,Kronobergs län,0,,,,,6319109.13,1468025.782
Ombud,076005-90A,Coop Nära Älghult,Måleråsvägen 1 A,,364 95,ÄLGHULT,Kronobergs län,0481-630 48,,,SMÅLAND;KRONOBERG;UPPVIDINGE,,6320298,1485950
Ombud,076005-91A,ICA Nära Alstermo,Storgatan 19,,364 43,ALSTERMO,Kronobergs län,0481-610 54,,,SMÅLAND;KRONOBERG;UPPVIDINGE,,6316569,1490536
Ombud,076103-91A,Coop Konsum i Kosta,Stora Vägen 49,,365 43,KOSTA,Kronobergs län,0478-500 18,,,SMÅLAND;KRONOBERG;LESSEBO,,6301948,1475008
Ombud,076302-91A,ICA Nära Ryd,Värendsgatan 2,,362 56,RYD,Kronobergs län,0459-800 62,,,SMÅLAND;TINGSRYD;KRONOBERG,,6260358,1431447
Ombud,076303-91A,Handlarn Rävemåla,Gamla Vägen 20,,362 98,ÄLMEBODA,Kronobergs län,0477-603 60,,,KRONOBERG;TINGSRYD,,6269801,1466872
Ombud,076304-90A,Handlarn Linneryd,Lindvägen 2 B,,362 58,LINNERYD,Kronobergs län,0477-769010,,,Småland;Kronobergs län,,6281608.877,1459057.016
Ombud,076405-91B,ICA Grytan Moheda,Västra Järnvägsgatan 7,,342 60,MOHEDA,Kronobergs län,0472-700 02,,,KRONOBERG;ALVESTA,,6320312,1425264
Ombud,076409-90B,ICA Nära Dackehallen,Storgatan 12,,342 50,VISLANDA,Kronobergs län,0472-340 00,,,KRONOBERG;ALVESTA,,6296405,1417231
Ombud,076411-92A,Tommy´s,Lönashult,,342 53,LÖNASHULT,Kronobergs län,0470-75 71 12,,,KRONOBERG;SMÅLAND;ALVESTA,,6281054.931,1420734.792
Ombud,076502-91A,Handelsboden Häradsbäck,Älmhultsvägen 3,,343 92,HÄRADSBÄCK,Kronobergs län,0476-600 17,,,KRONOBERG;ÄLMHULT;SMÅLAND,,6267783,1416705
Ombud,076504-91A,ICA Nära Liatorp,Växjövägen 500,,343 74,LIATORP,Kronobergs län,0476-200 75,,,KRONOBERG;ÄLMHULT;SMÅLAND,,6283054,1405323
Ombud,076703-90B,Coop Traryd,Hallandsvägen 3,,287 72,TRARYD,Kronobergs län,0433-620 23,,,KRONOBERG;SMÅLAND;MARKARYD,,6274209.41,1373505.886
Ombud,076703-91C,Ica Nära Strömsnäsbruk,Lagastigsgatan 30,,287 31,STRÖMSNÄSBRUK,Kronobergs län,0433-206 61,,,Småland;Kronobergs län,,6271008,1372469
Ombud,078003-91B,Braås Järnhandel AB,Sjösås Kruthuset,,363 91,BRAÅS,Kronobergs län,0474-303 30,,,Småland;Kronoberg;Växjö,,6327839.88,1454787.831
Ombud,078008-91A,ICA Supermarket Ingelstad-Växjö,Gamla Växjövägen 38,,355 71,INGELSTAD,Kronobergs län,0470-300 26,,,KRONOBERG;VÄXJÖ;SMÅLAND,,6291417,1445814
Ombud,078012-90B,Kalvsviks Lanthandel,Telebro,,355 96,KALVSVIK,Kronobergs län,0470-77 01 90,,,SMÅLAND;VÄXJÖ,,6290006,1433097
Ombud,078024-91A,ICA Supermarket Lammhult,Köpmannagatan 12,,360 30,LAMMHULT,Kronobergs län,0472-26 13 70,,,KRONOBERG;VÄXJÖ;SMÅLAND,,6338854,1426104
Ombud,078103-90B,Ica Nära Ryssby,Storgatan 7,,341 76,RYSSBY,Kronobergs län,0372-401 11,,,Ljungby;Ryssby;Småland;Kronobergs län,,6305364,1399964
Ombud,078116-90A,ICA Nära Lidhult,Unnarydsvägen 1,,341 71,LIDHULT,Kronobergs län,035-910 16,,,KRONOBERG;LJUNGBY;SMÅLAND,,6302507.544,1355470.827
Ombud,082104-90B,Nära Dej Fagerhult,Kyrkvägen 10,,570 72,FAGERHULT,Kalmar län,0481 710 62,,,,,6335762.663,1491362.641
Ombud,084003-90B,ICA Nära Skansen,Köpmangatan 21 C,,386 50,MÖRBYLÅNGA,Kalmar län,0485-401 05,,,SMÅLAND;KALMAR;ÖLAND,,6266605.357,1535717.065
Ombud,084008-90B,Ica Nära Grönhögen,Hamnvägen 6,,386 63,DEGERHAMN,Kalmar län,0485-66 10 09,,,SMÅLAND;KALMAR;ÖLAND,,6238029.155,1536938.401
Ombud,084008-91B,Ica Nära Södra Möckleby,Södra Möcklebyvägen 36,,386 63,DEGERHAMN,Kalmar län,0485-66 00 09,,,Mörbylånga;Kalmar,,6247776.665,1537978.741
Ombud,086005-90B,Ica Nära Krysset,Södra Järnvägsgatan 22,,570 80,VIRSERUM,Kalmar län,0495-301 60,,,Småland;Kalmar län;Hultsfred,,6355017.951,1486236.188
Ombud,086008-90B,Ica Nära Mörlunda,Blockvägen,,570 84,MÖRLUNDA,Kalmar län,0495-230 09,,,SMÅLAND;KALMAR;HULTSFRED,,6354832.045,1503511.818
Ombud,086102-90C,Ica Nära Fliseryd,Kyrkvägen 22,,380 53,FLISERYD,Kalmar län,0491-920 03,,,Småland;Kalmar;Mönsterås,,6333608,1527845
Ombud,088005-90A,Ica Nära Rockneby,Ryssbyvägen 33,,395 93,ROCKNEBY,Kalmar län,0480-660 05,,,,,6297609.309,1533161.121
Ombud,088008-92A,Allans Livs,Tingshusvägen 6,,388 91,VASSMOLÖSA,Kalmar län,0480-320 21,,,SMÅLAND;KALMAR,,6274035,1521377
Ombud,088014-91A,ICA Nära Påryd,Pårydsgatan 40,,388 50,PÅRYD,Kalmar län,0480-910 07,,,SMÅLAND;KALMAR,,6271332,1507243
Ombud,088102-91A,Coop nära Alsterbro,Alstervägen 33,,382 73,ALSTERBRO,Kalmar län,010-7473323,,,SMÅLAND;NYBRO,,6312786,1506624
Ombud,088109-92A,Handelsboden i Målerås,Norra Måleråsvägen 4,,382 76,MÅLERÅS,Kalmar län,0481-310 10,,,SMÅLAND;NYBRO,,6309912,1485665
Ombud,088203-91A,Coop Konsum Figeholm,Ågatan 15,,572 75,FIGEHOLM,Kalmar län,010-7473260,,,SMÅLAND;OSKARSHAMN,,6361090.604,1544763.622
Ombud,088204-90A,Konsum Kristdala,Nyhemsgatan 14,,570 91,KRISTDALA,Kalmar län,010-7473270,,,SMÅLAND;OSKARSHAMN,,6363950,1523642
Ombud,088307-90B,Coop Konsum Överum,Prästgårdsgatan 5,,590 96,ÖVERUM,Kalmar län,0493-303 82,,,SMÅLAND;KALMAR;VÄSTERVIK,,6429451,1530094
Ombud,088309-90B,Ica Nära Kusten,Bjursundsvägen 58,,590 95,LOFTAHAMMAR,Kalmar län,0493-610 05,,,Småland;Kalmar;Västervik,,6420613,1552923
Ombud,088314-90A,Coop Nära Ankarsrum,Tjustvägen 9,,593 70,ANKARSRUM,Kalmar län,0490-502 22,,,,,6397568.659,1531813.474
Ombud,088315-91B,Hjorteds Handelsträdgård AB,Sahultsvägen 14,,593 73,HJORTED,Kalmar län,0490-600 94,,,,,6388784.16,1529821.66
Ombud,088315-92A,Totebo Lanthandel AB,Hagavägen 13,,590 92,TOTEBO,Kalmar län,0490-610 39,,,SMÅLAND;VÄSTERVIK,,6389652,1522717
Ombud,088315-93D,Blankaholms Lanthandel,Nedretorget 4,,593 97,BLANKAHOLM,Kalmar län,0490-70012,,,,,6385244.696,1543019.446
Ombud,088408-91B,Handlarn Gullringen,Centrumgatan 4,,598 73,GULLRINGEN,Kalmar län,0492-220 02,,,,,6408392.889,1494626.353
Ombud,088513-91A,ICA Nära Byxelkrok,Byxelkroksvägen 87,,387 75,BYXELKROK,Kalmar län,0485-280 27,,,ÖLAND;BORGHOLM,,6356024,1572471
Ombud,088514-91A,ICA Nära Böda,Gamla Landsvägen 28,,387 73,LÖTTORP,Kalmar län,0485-220 09,,,ÖLAND;BORGHOLM,,6346924,1575889
Ombud,088514-92A,Löttorpshallen,Löttorpsvägen 55,,387 72,LÖTTORP,Kalmar län,0485-200 37,,,ÖLAND;BORGHOLM,,6338370,1571772
Ombud,088516-91A,Ica Nära trossen Sandvik,Stenningevägen 66,,387 70,LÖTTORP,Kalmar län,0485-260 01,,,ÖLAND;BORGHOLM,,6327859,1563790
Ombud,098004-90A,ICA Nyströms,Eke,,624 67,FÅRÖ,Gotlands län,0498-22 38 55,,,GOTLAND,,6431549.859,1703188.572
Ombud,098005-91B,ICA Supermarket Bunge,Fårövägen 10,,624 62,FÅRÖSUND,Gotlands län,0498-22 13 00,,,GOTLAND,,6420047,1692834
Ombud,098015-90B,Stenkyrka Affären AB,Hälge Stenkyrka 149,,624 42,TINGSTÄDE,Gotlands län,0498-27 22 40,,,Gotland;Visby,,6411504.874,1661010.356
Ombud,098047-91B,Tempo Katthammarsvik,Jacob Häggs väg 18,,623 69,KATTHAMMARSVIK,Gotlands län,0498-520 08,,,Gotland;Visby,,6370834,1682345
Ombud,098061-91C,Klinte Kiosk & Spel,Norra Kustvägen 10,,623 77,KLINTEHAMN,Gotlands län,0498-24 04 27,,,Gotland;Klintehamn,,6364946.659,1644001.905
Ombud,098065-91A,Ljugarns Handel,Lantmannavägen 1,,623 65,LJUGARN,Gotlands län,0498-49 30 75,,,GOTLAND,,6360615.783,1674432.352
Ombud,098089-91A,Hoburgshallen,Hoburgsvägen 35,,623 35,BURGSVIK,Gotlands län,0498-49 70 90,,,GOTLAND,,6325552.013,1650091.714
Ombud,108010-90A,Ica Nära Torhallen,Sandhamnsvägen 54,,373 71,TORHAMN,Blekinge län,0455-510 02,,,BLEKINGE;KARLSKRONA,,6218533,1501944
Ombud,108011-90A,Sturköhallen,Sturkövägen 81,,373 61,STURKÖ,Blekinge län,0455 420 12,,,BLEKINGE;KARLSKRONA,,6220627,1491753
Ombud,108011-91B,Ica Nära Drottningskär,Aspö 4,,373 64,DROTTNINGSKÄR,Blekinge län,0455-33 90 27,,,BLEKINGE;KARLSKRONA,,6220622.044,1484671.638
Ombud,108012-91A,Ica Nära Senoren,Senorenvägen 38,,373 54,SENOREN,Blekinge län,0455-440 15,,,BLEKINGE;KARLSKRONA,,6221940.588,1495712.601
Ombud,108016-91D,Tempo Holmsjö,Marknadsvägen 1,,37337,HOLMSJÖ,Blekinge län,0455-913 60,,,BLEKINGE;KARLSKRONA,,6254979.903,1483693.479
Ombud,108017-90B,Tempo Tving,Nävragölsvägen 2,,373 39,TVING,Blekinge län,0455-33 01 00,,,BLEKINGE;KARLSKRONA,,6242554.193,1478671.384
Ombud,108019-90B,Coop Nära Hasslö,Fiskaregårdsvägen 68,,373 66,HASSLÖ,Blekinge län,010-7472140,,,KARLSKRONA;BLEKINGE,,6220806,1479532
Ombud,108103-90B,Ica Nära Backaryd,Värendsvägen 53,,370 11,BACKARYD,Blekinge län,0457- 45 04 50,,,Blekinge;Blekinge län,,6246908,1459610
Ombud,108110-90A,ICA Nära Bräkne-Hoby,Bräknevägen 1,,372 61,BRÄKNE-HOBY,Blekinge län,0457-800 04,,,BLEKINGE;RONNEBY,,6234059,1457291
Ombud,108304-90A,Matöppet Hällevik,Strandvägen 11,,294 72,SÖLVESBORG,Blekinge län,0456-520 12,,,Blekinge;Sölvesborg,,6209929.45,1431095.69
Ombud,116014-90A,ICA Supermarket Brösarp,Albovägen 34,,273 50,BRÖSARP,Skåne län,0414-730 16,,,SKÅNE;ÖSTERLEN;TOMELILLA,,6178535.301,1393334.369
Ombud,116302-91B,Ica Nära Lönsboda,Bredgatan 1,,283 71,LÖNSBODA,Skåne län,0479-202 05,,,SKÅNE;OSBY,,6253147,1408324
Ombud,116802-90A,Heberleins delikatess kött & chark,Vantingevägen 15,,260 91,FÖRSLÖV,Skåne län,0431-45 00 58,,,BÅSTAD,,6251099,1315387
Ombud,118017-90B,Matöppet Everöd,Stora Vägen 54,,297 72,EVERÖD,Skåne län,044-23 80 33,,,SKÅNE;KRISTIANSTAD,,6197976,1393002
Ombud,118029-90B,Eltjänster,Örtagårdsvägen 1,,297 31,DEGEBERGA,Skåne län,044-35 05 15,,,Skåne;Skåne Län,,6191083,1392652
Ombud,118032-91B,Hemköp Tollarp,Gästgivaregatan 18,,298 31,TOLLARP,Skåne län,044-31 09 79,,,SKÅNE;KRISTIANSTAD,,6202120.066,1385617.121
Ombud,118118-91B,ICA Supermarket Kivik,Killebacken 6,,277 31,KIVIK,Skåne län,0414-700 28,,,ÖSTERLEN;SKÅNE;SIMRISHAMN,,6173924,1400475
Ombud,118305-90A,Matöppet Vinslöv,Torget 5,,288 31,VINSLÖV,Skåne län,044-800 32,,,SKÅNE;HÄSSLEHOLM,,6221085,1382477
Ombud,118312-90B,Vittsjö Blomsterhandel,Hässleholmsvägen 13,,282 66,VITTSJÖ,Skåne län,0451-220 86,,,SKÅNE;HÄSSLEHOLM,,6248041.908,1367611.191
Ombud,118313-91B,Ica Supermarket Bjärnum,Järnvägsgatan 2,,282 61,BJÄRNUM,Skåne län,0451-77 53 40,,,Skåne;Skåne län;Hässleholm,,6242365.34,1370257.985
Ombud,118315-91B,Ica Nära Toppen,Storgatan 2,,282 72,SÖSDALA,Skåne län,0451-600 05,,,Skåne;Skåne län,,6213991.883,1367459.071
Ombud,118319-91B,Ica Nära Matlusten,Hantverksgatan 15,,282 31,TYRINGE,Skåne län,0451-564 00,,,Skåne;Skåne län;Hässleholm,,6227801.973,1362985.496
Ombud,123305-90A,ICA Supermarket Skanör,Södergatan 12,,239 30,SKANÖR,Skåne län,040-47 02 58,,,SKÅNE;VELLINGE,,6146475,1312460
Ombud,124113-90A,ICA Nära Röstånga,Skäralidsvägen 1,,260 24,RÖSTÅNGA,Skåne län,0435-915 73,,,SKÅNE;SVALÖV,,6211169,1343087
Ombud,126602-90A,Önneköps Livs,Per Bings väg 4,,242 98,HÖRBY,Skåne län,0415-603 00,,,,,6185878.217,1378735.979
Ombud,127806-90A,Ica Nära Torekov,Litorinavägen 12,,269 77,TOREKOV,Skåne län,0431-36 31 31,,,,,6259629.727,1304252.999
Ombud,128201-90A,Möllebackens Livs Ven,C/O Akka Frakt AB,,211 24,Malmö,Skåne län,0418-720 55,,,Skåne;Skåne län;Landskrona,,6202410.808,1305321.623
Ombud,128513-90C,Ica Nära Harlösa,Gårdstångavägen 4,,241 65,HARLÖSA,Skåne län,046-612 34,,,,,6178731.08,1356905.925
Ombud,128617-90B,Handlarn i Löderup,Storgatan 44,,271 76,LÖDERUP,Skåne län,0411-52 44 84,,,ÖSTERLEN;SKÅNE;YSTAD,,6146886,1392877
Ombud,128721-90A,Coop Nära Smygehamn,Östra Torps Byaväg 1,,231 78,SMYGEHAMN,Skåne län,010-741 65 60,,,SKÅNE;TRELLEBORG,,6137518.562,1345655.895
Ombud,129035-90A,Ica Nära Arkelstorp,Allarpsvägen 11,,291 55,ARKELSTORP,Skåne län,044-910 11,,,SKÅNE;KRISTIANSTAD,,6228219,1405437
Ombud,138004-91A,Matöppet Simlångsdalen,Brearedsvägen 26,,310 38,SIMLÅNGSDALEN,Hallands län,035-700 30,,,HALLAND;HALMSTAD,,6291215.81,1335806.837
Ombud,138005-90A,Ica Nära Oskarström,Köpmansgatan 1,,313 31,OSKARSTRÖM,Hallands län,035-494 70,,,,,6300822,1327137
Ombud,138014-90C,Eliassons Kiosk & Spel,Stationsgatan 3,,305 75,GETINGE,Hallands län,035-543 80,,,,,6303216.598,1312406.157
Ombud,138103-91A,AB Våxtorps Bilservice,Bygatan 1,,312 75,VÅXTORP,Hallands län,0430-302 00,,,HALLAND;LAHOLM,,6257799,1334163
Ombud,138106-90A,Ica Nära Hishult,Getaryggarna 1,,310 21,HISHULT,Hallands län,0430-400 07,,,HALLAND;LAHOLM,,6258477,1345906
Ombud,138109-90C,Coop Knäred (Konsum),Otterdalsvägen 6,,312 51,KNÄRED,Hallands län,0430-500 21,,,Halland;Hallands län,,6268636.721,1346729.714
Ombud,138213-90A,ICA Vessige,Stationsgatan 2,,311 64,VESSIGEBRO,Hallands län,0346-204 30,,,HALLAND;FALKENBERG,,6321268,1308234
Ombud,138220-90B,Fegenkiosken,Uhlabovgen 1,,311 52,FEGEN,Hallands län,0346-611 95,,,Halland;Hallands län;Falkenberg,,6334479.716,1332297.195
Ombud,138223-90B,ICA Supermarket Ullared,Varbergsvägen 6,,311 60,ULLARED,Hallands län,0346-300 03,,,Halland;Falkenberg,,6338752.676,1313080.55
Ombud,138304-90C,Handlarn Skällinge,Köpmansvägen 108.,,432 99,Skällinge,Hallands län,0340-205555,,,,,6344577.354,1298258.604
Ombud,138319-91B,Hemköp Veddige,Viskastigen 25,,432 67,VEDDIGE,Hallands län,0340-307 44,,,HALLAND;VARBERG,,6354334,1290598
Ombud,138320-90D,Ica Nära Bua,Buacenter,,432 63,BUA,Hallands län,0340-66 15 65,,,,,6351601.478,1277885.138
Ombud,140701-91A,Coop Källö-Knippla,Centrumplatsen,,475 51,KÄLLÖ-KNIPPLA,Västra Götalands län,031-96 31 36,,,GBG;GÖTEBORG;VÄSTRAGÖTALAND;HISINGEN; VÄSTKUSTEN,,6410350,1252764
Ombud,141903-90A,Åstol Handelsbod,Hamnvägen 1,,471 44,ÅSTOL,Västra Götalands län,0304-67 20 65,,,Västra Götaland;Bohslän;Tjörn,,6429893,1250138
Ombud,141903-91B,Ica Nära Dyröboden,Hamnvägen 46,,471 43,DYRÖN,Västra Götalands län,0304-67 26 54,,,,,6430220.383,1251623.294
Ombud,142107-90C,Tempo Mollösund,Grenvägen 2,,474 70,MOLLÖSUND,Västra Götalands län,0304-211 96,,,BOHUSLÄN;ORUST,,6446956,1244346
Ombud,142108-90B,Käringöns Matbutik,C/o Färjan Tuvesvik,,474 04,KÄRINGÖN,Västra Götalands län,0304-561 65,,,Västra Götalands län;Orust;Bohuslän,,6451773.866,1238438.21
Ombud,142109-90B,Tempo Gullholmen,c/o Färjan Tuvesvik,,474 71,GULLHOLMEN,Västra Götalands län,0304-57087,,,Västra Götaland;Bohslän,,6459064.107,1241148.908
Ombud,142702-90C,Coop Malmön,Strandvägen 38,,450 45,BOHUS-MALMÖN,Västra Götalands län,0523-350 66,,,,,6478249.006,1238635.57
Ombud,142706-91A,Ica Nära Bovall,Dinglevägen 1,,456 47,BOVALLSTRAND,Västra Götalands län,0523-510 02,,,SOTENÄS;BOHUSLÄN;VÄSTRAGÖTALAND,,6492372,1238568
Ombud,143008-91B,Sörbygdens Snabbköp,Dinglevägen 3,,455 41,HEDEKAS,Västra Götalands län,0524-300 16,,,Bohuslän;Västragötaland,,6509448.089,1266282.406
Ombud,143502-90A,Tanumshede Järn och Färg AB,Riksvägen 133,,457 31,TANUMSHEDE,Västra Götalands län,0525-201 13,,,BOHUSLÄN;TANUM;VÄSTRAGÖTALAND,,6519982,1240661
Ombud,143503-91C,Handlarn Resö,Oljeskär 9,,457 97,RESÖ,Västra Götalands län,0525-250 04,,,Bohuslän;Västra Götalands län,,6529395,1231942
Ombud,143506-90A,Ica Nära Grundsund,Lönndalsvägen 45,,451 79,GRUNDSUND,Västra Götalands län,0523-211 05,,,,,6462748.243,1242378.175
Ombud,143506-91D,Coop Fjällbacka,Jasminvägen 2,,457 40,FJÄLLBACKA,Västra Götalands län,010-747 02 60,,,,,6506090.804,1237555.395
Ombud,143506-93A,Ica Supermarket Skutan,Skutan 1,,457 45,HAMBURGSUND,Västra Götalands län,0525-648 15,,,BOHUSLÄN;TANUM;VÄSTRAGÖTALAND,,6501060,1236152
Ombud,143802-90A,Nössemarks Lanthandel Handlarn,Strand 130,,668 91,ED,Västra Götalands län,0534-30008,,,Dalsland;Väster Götalands län,,6563976,1272990
Ombud,144104-90A,Hagströms Lanthandel,Östadsvägen 367,,443 74,SJÖVIK,Västra Götalands län,0302-431 80,,,,,6427448.086,1295769.118
Ombud,146006-90B,Coop Mustadfors,Enetsvägen 15,,666 95,DALS LÅNGED,Västra Götalands län,0,,,,,6538496.74,1298837.017
Ombud,148037-90A,Coop Styrsö,C/O Fiskebäck Godsfärjeläger,,426 58,Västra Frölunda,Västra Götalands län,031-97 00 21,,,GBG;GÖTEBORG;VÄSTKUSTEN,,6394988,1259601
Ombud,148037-91A,Affären på Asperö,C/O Fiskebäck Godsfärjeläger,,426 58,Västra Frölunda,Västra Götalands län,031-97 02 04,,,,,6398655.156,1260639.772
Ombud,148203-90B,Coop Marstrand,Arvidsvik,,442 66,MARSTRAND,Västra Götalands län,010-7415290,,,Bohuslän;Västra Götalands län;Kungälv;Marstrand,,6425913.055,1249978.391
Ombud,148405-90B,Coop Brastad,Lysekilsvägen 3,,454 31,BRASTAD,Västra Götalands län,010-7470220,,,,,6481220.418,1247381.085
Ombud,148607-92B,Ica Nära Sydkoster,Torget 2,,452 05,SYDKOSTER,Västra Götalands län,0526-200 35,,,Bohuslän;Strömstad;Västra Götaland,,6539135,1224719
Ombud,148607-93B,Rossö Livs,Långesandsvägen 31,,452 95,STRÖMSTAD,Västra Götalands län,0526-220 21,,,,,6535182,1232747
Ombud,148607-94A,Östads Livs,Byvägen 1,,457 51,BULLAREN,Västra Götalands län,0525-500 22,,,BOHUSLÄN;TANUM;VÄSTRAGÖTALAND,,6524865,1254542.175
Ombud,155206-91A,ICA Nära Länghem,Boråsvägen 26,,514 44,LÄNGHEM,Västra Götalands län,0325-400 21,,,VÄSTRAGÖTALAND;TRANEMO,,6389267,1346843
Ombud,155211-90B,ICA Nära Dalstorp,Ulricehamnsvägen 15.,,514 60,Dalstorp,Västra Götalands län,0321-60037,,,,,6389074.144,1362948.025
Ombud,156005-91A,Optimistens Lanthandel,Årjängsvägen 31,,666 93,GUSTAVSFORS,Västra Götalands län,0531-200 01,,,DALSLAND;BENGTSFORS,,6569152,1288820
Ombud,156304-90A,Sätila Bygg,Fjäråsvägen 8,,511 69,SÄTILA,Västra Götalands län,0301-460 00,,,MARK;VÄSTERGÖTLAND;VÄSTRAGÖTALAND,,6384788,1297723
Ombud,156314-90A,Bilisten,Varbergsvägen 425,,519 30,HORRED,Västra Götalands län,0320-800 20,,,MARK;VÄSTERGÖTLAND;VÄSTRAGÖTALAND,,6363729,1299725
Ombud,156316-90A,Älekulla Livs,Gunnarsjövägen,,511 94,ÄLEKULLA,Västra Götalands län,0320-500 77,,,MARK;VÄSTERGÖTLAND;VÄSTRAGÖTALAND,,6361880.576,1314774.151
Ombud,158004-90A,ICA Nära Cypressen,Storgatan 21,,464 62,BRÅLANDA,Västra Götalands län,0521-300 28,,,VÄNERSBORG;VÄSTRAGÖTALAND,,6498495,1298988
Ombud,158208-91A,Gittes Garn,Trollhättevägen 2,,441 70,SOLLEBRUNN,Västra Götalands län,0322-408 83,,,VÄSTERGÖTLAND;ALINGSÅS;VÄSTRAGÖTALAND,,6448702,1307215
Ombud,164302-90B,Hova Skoaffär,Torggatan 14,,548 32,HOVA,Västra Götalands län,0506-303 02,,,,,6527178.272,1408357.833
Ombud,168018-90A,Freijs Livs,Järnvägsgatan 1,,548 73,LYRESTAD,Västra Götalands län,0501-500 27,,,MARIESTAD;VÄSTERGÖTALAND;GÖTA KANAL,,6521492,1399108
Ombud,168628-91A,Handelsboden i Kättilstorp,Storgatan 22,,521 95,KÄTTILSTORP,Västra Götalands län,0515-76 30 25,,,VÄSTERGÖTLAND;FALKÖPING;VÄSTRAGÖTALAND,,6437236,1376373
Ombud,171503-91A,Coop Högboda,Stationsvägen 2,,665 93,KIL,Värmlands län,0554-200 22,,,VÄRMLAND;KIL,,6607314,1344428
Ombud,173003-91A,Bygga Jarnske,Koppomsvägen 54,,670 41,KOPPOM,Värmlands län,0571-100 05,,,VÄRMLAND;EDA,,6626200,1294195
Ombud,173004-91A,Coop Skillingsfors,Boda 1,,670 43,SKILLINGSFORS,Värmlands län,0571-400 21,,,VÄRMLAND;EDA,,6639169.156,1287209.929
Ombud,173005-91A,Coop Åmotfors,Jössevägen 1,,670 40,ÅMOTFORS,Värmlands län,010-4109360,,,VÄRMLAND;EDA,,6632049,1306530
Ombud,173702-90B,Finnskogens ostaffär,Lekvattnet 53,,685 91,TORSBY,Värmlands län,0560-509 10,,,VÄRMLAND;TORSBY,,6678793,1326296
Ombud,173705-90A,Östmarks Handels AB,Röjdåforsvägen 1,,685 97,ÖSTMARK,Värmlands län,0560-200 05,,,VÄRMLAND;TORSBY,,6688450.201,1331570.039
Ombud,173705-91A,Sundelins Handel,Gränsen 110,,685 97,RÖJDÅFORS,Värmlands län,0560-250 16,,,VÄRMLAND;TORSBY,,6700489,1323027
Ombud,173707-91B,Ica Nära Bograngen,Gränsvägen 18,,680 61,BOGRANGEN,Värmlands län,0564-300 03,,,VÄRMLAND;TORSBY,,6736080,1324756
Ombud,173708-91A,Coop Sysslebäck,Näckåvägen 21,,680 60,SYSSLEBÄCK,Värmlands län,010-4109680,,,VÄRMLAND;TORSBY,,6738861,1339648
Ombud,173708-92B,Ica Nära Likenäs (Branäs),Likenäsvägen 26,,680 63,LIKENÄS,Värmlands län,0564-401 70,,,,,6725242.566,1348674.76
Ombud,173709-91B,Tempo Ambjörby,Ambjörby 80,,680 52,AMBJÖRBY,Värmlands län,0563-802 43,,,VÄRMLAND;TORSBY,,6711768.614,1355115.173
Ombud,173709-92B,Coop Stöllet,Gamla vägen 1,,680 51,STÖLLET,Värmlands län,0563-811 44,,,VÄRMLAND;TORSBY,,6701906,1360355
Ombud,173709-93A,Långflons Stormarknad,Långflon 29,,680 65,HÖLJES,Värmlands län,0564-211 30,,,VÄRMLAND;TORSBY,,6774271,1326709
Ombud,176502-90A,Ica Nära Sillerud,Svensbyn,,672 95,ÅRJÄNG,Värmlands län,0573-401 50,,,VÄRMLAND;ÅRJÄNG,,6582895.001,1301116.658
Ombud,176508-91C,Ica Supermarket Töcksfors,Lindudden 3,,670 10,TÖCKSFORS,Värmlands län,0573-15 27 00,,,,,6605527.914,1274358.111
Ombud,176604-90B,Ica Nära Rottnahallen,Skolvägen 2,,686 98,GRÄSMARK,Värmlands län,0565-400 03,,,,,6650988.886,1338251.752
Ombud,176605-90A,Coop Lysvik,Gamla vägen 40,,686 97,LYSVIK,Värmlands län,0565-800 21,,,VÄRMLAND;SUNNE,,6658115,1351005
Ombud,178004-91F,Värmlands-Rasta,E18,,655 95,VÄSE,Värmlands län,054-84 05 70,,,Värmland;Värmlands län;Karlstad,,6587269.677,1389053.141
Ombud,178006-91A,Coop Molkom,Stationsgatan 5,,655 60,MOLKOM,Värmlands län,010-4109220,,,VÄRMLAND; KARLSTAD,,6610894,1382362
Ombud,178105-91A,Ica Nyvalls Bäckhammar,BÄCKHAMMAR,,681 60,KRISTINEHAMN,Värmlands län,0550-290 23,,,VÄRMLAND,,6561019,1407588
Ombud,178207-91A,AB Olas Livs,Stiftelsevägen 4,,680 96,LESJÖFORS,Värmlands län,0590-301 18,,,VÄRMLAND;FILIPSTAD,,6652534,1408996
