,NR,address,geometry,Nr,Namn,Typ,Address4,Address5,total,lat,lon
363,2011,"Norra Allégatan, 780 50 Vansbro, Sweden",POINT (14.2229021 60.5121012),2011,,Butik,VANSBRO,Dalarnas län,42,60.5121012,14.2229021
364,2012,"Storgatan, 795 30 Rättvik, Sweden",POINT (15.1196658 60.8829288),2012,,Butik,RÄTTVIK,Dalarnas län,56,60.8829288,15.1196658
365,2013,"Dalgatan 81H, 796 30 Älvdalen, Sweden",POINT (14.0369427 61.2296392),2013,,Butik,ÄLVDALEN,Dalarnas län,40,61.2296392,14.0369427
366,2014,"Johan Ahlbäcks plats, 777 30 Smedjebacken, Sweden",POINT (15.4145489 60.14157849999999),2014,,Butik,SMEDJEBACKEN,Dalarnas län,40,60.14157849999999,15.4145489
367,2015,"Centralgatan, 794 30 Orsa, Sweden",POINT (14.6185308 61.1190368),2015,,Butik,ORSA,Dalarnas län,56,61.1190368,14.6185308
368,2016,"Södra Industrivägen, 785 61 Gagnef, Sweden",POINT (15.1370191 60.5602426),2016,Djurås,Butik,Djurås,Dalarnas län,56,60.5602426,15.1370191
369,2017,"Gränsgatan, 783 30 Säter, Sweden",POINT (15.7506145 60.3455842),2017,,Butik,SÄTER,Dalarnas län,55,60.3455842,15.7506145
370,2018,"Hsb-vägen, 790 91 Idre, Sweden",POINT (12.7193012 61.85845980000001),2018,,Butik,IDRE,Dalarnas län,60,61.85845980000001,12.7193012
371,2101,"Drottninggatan, Gävle, Sweden",POINT (17.1469463 60.6755039),2101,Gallerian Nian,Butik,GÄVLE,Gävleborgs län,82,60.6755039,17.1469463
372,2102,"Valbovägen 307-309, 818 32 Valbo, Sweden",POINT (16.9929723 60.6335425),2102,,Butik,VALBO,Gävleborgs län,76,60.6335425,16.9929723
373,2103,"Ingenjörsgatan, 802 93 Gävle, Sweden",POINT (17.1470842 60.6449604),2103,,Butik,GÄVLE,Gävleborgs län,82,60.6449604,17.1470842
374,2104,"Köpmangatan 19, 811 39 Sandviken, Sweden",POINT (16.7743731 60.6201331),2104,,Butik,SANDVIKEN,Gävleborgs län,76,60.6201331,16.7743731
375,2105,"Långgatan, 821 43 Bollnäs, Sweden",POINT (16.3954644 61.3484772),2105,,Butik,BOLLNÄS,Gävleborgs län,76,61.3484772,16.3954644
376,2106,"Köpmangatan 9, 826 30 Söderhamn, Sweden",POINT (17.0544725 61.302187),2106,,Butik,SÖDERHAMN,Gävleborgs län,76,61.302187,17.0544725
377,2107,"Norra Kyrkogatan, 824 30 Hudiksvall, Sweden",POINT (17.1023333 61.7289738),2107,,Butik,HUDIKSVALL,Gävleborgs län,80,61.7289738,17.1023333
378,2108,"Skolgatan, 813 30 Hofors, Sweden",POINT (16.288348 60.5457086),2108,,Butik,HOFORS,Gävleborgs län,58,60.5457086,16.288348
379,2109,"Norra Järnvägsgatan, Ljusdal, Sweden",POINT (16.0973173 61.8270902),2109,,Butik,LJUSDAL,Gävleborgs län,55,61.8270902,16.0973173
380,2110,"Långgatan, Edsbyn, Sweden",POINT (15.8165272 61.3785739),2110,,Butik,EDSBYN,Gävleborgs län,53,61.3785739,15.8165272
381,2111,"Södra Åsgatan, 816 30 Ockelbo, Sweden",POINT (16.7147367 60.8859148),2111,,Butik,OCKELBO,Gävleborgs län,38,60.8859148,16.7147367
382,2112,"Storgatan, 820 70 Bergsjö, Sweden",POINT (17.0575141 61.98617169999999),2112,,Butik,BERGSJÖ,Gävleborgs län,41,61.98617169999999,17.0575141
383,2201,"Köpmangatan 1, 871 30 Härnösand, Sweden",POINT (17.9380167 62.6327401),2201,,Butik,HÄRNÖSAND,Västernorrlands län,77,62.6327401,17.9380167
384,2202,"Sjögatan 16, 852 34 Sundsvall, Sweden",POINT (17.3080679 62.39176500000001),2202,,Butik,SUNDSVALL,Västernorrlands län,77,62.39176500000001,17.3080679
385,2203,"Gesällvägen, 857 53 Sundsvall, Sweden",POINT (17.3321402 62.4433126),2203,Birsta Sundsvall,Butik,SUNDSVALL,Västernorrlands län,82,62.4433126,17.3321402
386,2204,"Affärsgatan, 862 31 Kvissleby, Sweden",POINT (17.3781283 62.298632),2204,,Butik,KVISSLEBY,Västernorrlands län,53,62.298632,17.3781283
387,2205,"Kungsgatan 5B, 872 30 Kramfors, Sweden",POINT (17.7816592 62.93069689999999),2205,,Butik,KRAMFORS,Västernorrlands län,76,62.93069689999999,17.7816592
388,2206,"Storgatan 48, 881 30 Sollefteå, Sweden",POINT (17.2651583 63.1685965),2206,,Butik,SOLLEFTEÅ,Västernorrlands län,77,63.1685965,17.2651583
389,2207,"Köpmangatan 9, 891 33 Örnsköldsvik, Sweden",POINT (18.7146322 63.29060739999999),2207,,Butik,ÖRNSKÖLDSVIK,Västernorrlands län,76,63.29060739999999,18.7146322
390,2208,"Köpmangatan, Timrå, Sweden",POINT (17.3277955 62.488891),2208,,Butik,TIMRÅ,Västernorrlands län,54,62.488891,17.3277955
391,2209,"Järnvägsgatan, Ånge, Sweden",POINT (15.656121 62.5245166),2209,,Butik,ÅNGE,Västernorrlands län,59,62.5245166,15.656121
392,2210,"Storgatan, 880 40 Ramsele, Sweden",POINT (16.4708964 63.5346379),2210,,Butik,RAMSELE,Västernorrlands län,39,63.5346379,16.4708964
393,2211,"Hästmarksvägen, Örnsköldsvik, Sweden",POINT (18.7387942 63.3033909),2211,,Butik,ÖRNSKÖLDSVIK,Västernorrlands län,82,63.3033909,18.7387942
394,2301,"Kyrkgatan, Östersund, Sweden",POINT (14.6383233 63.1792707),2301,,Butik,ÖSTERSUND,Jämtlands län,77,63.1792707,14.6383233
395,2302,"Hagvägen, Östersund, Sweden",POINT (14.6898762 63.1702049),2302,Lillänge,Butik,ÖSTERSUND,Jämtlands län,79,63.1702049,14.6898762
396,2304,"Riksvägen, 840 60 Bräcke, Sweden",POINT (15.4192847 62.7490866),2304,,Butik,BRÄCKE,Jämtlands län,43,62.7490866,15.4192847
397,2305,"Fjällvägen, Sveg, Sweden",POINT (14.3501098 62.0304893),2305,,Butik,SVEG,Jämtlands län,59,62.0304893,14.3501098
398,2306,"Storgatan, Strömsund, Sweden",POINT (15.5708436 63.85476509999999),2306,,Butik,STRÖMSUND,Jämtlands län,54,63.85476509999999,15.5708436
399,2307,"Gastkullevägen 1A, 830 05 Järpen, Sweden",POINT (13.459512 63.3469912),2307,,Butik,JÄRPEN,Jämtlands län,55,63.3469912,13.459512
400,2308,"Centralgatan, 840 70 Hammarstrand, Sweden",POINT (16.3580185 63.10437469999999),2308,,Butik,HAMMARSTRAND,Jämtlands län,40,63.10437469999999,16.3580185
401,2309,"Centrumvägen 3B, 840 40 Svenstavik, Sweden",POINT (14.4323021 62.767896),2309,,Butik,SVENSTAVIK,Jämtlands län,41,62.767896,14.4323021
402,2310,"Årevägen, 837 52 Åre, Sweden",POINT (13.0810136 63.3989713),2310,,Butik,ÅRE,Jämtlands län,61,63.3989713,13.0810136
403,2311,"Genvägen, 835 31 Krokom, Sweden",POINT (14.4505066 63.3263806),2311,,Butik,KROKOM,Jämtlands län,56,63.3263806,14.4505066
404,2312,"Sjöängsvägen, 840 95 Funäsdalen, Sweden",POINT (12.5376602 62.54716599999999),2312,,Butik,FUNÄSDALEN,Jämtlands län,63,62.54716599999999,12.5376602
405,2401,"Rådhusesplanaden 6E, 903 29 Umeå, Sweden",POINT (20.2651148 63.8269679),2401,,Butik,UMEÅ,Västerbottens län,80,63.8269679,20.2651148
406,2402,"Strömpilsplatsen, 907 43 Umeå, Sweden",POINT (20.3021579 63.7987091),2402,,Butik,UMEÅ,Västerbottens län,82,63.7987091,20.3021579
407,2403,"Varugatan, 931 76 Skellefteå, Sweden",POINT (21.0207264 64.76674199999999),2403,Solbacken,Butik,SKELLEFTEÅ,Västerbottens län,81,64.766742,21.0207264
408,2404,"Nygatan, Skellefteå, Sweden",POINT (20.9507403 64.7507653),2404,,Butik,SKELLEFTEÅ,Västerbottens län,77,64.7507653,20.9507403
409,2405,"Östra Järnvägsgatan, Vännäs, Sweden",POINT (19.7514652 63.9083664),2405,,Butik,VÄNNÄS,Västerbottens län,60,63.9083664,19.7514652
410,2406,"Storgatan, Lycksele, Sweden",POINT (18.6707523 64.6004689),2406,,Butik,LYCKSELE,Västerbottens län,53,64.6004689,18.6707523
411,2407,"Volgsjövägen, Vilhelmina, Sweden",POINT (16.6522014 64.62605789999999),2407,,Butik,VILHELMINA,Västerbottens län,38,64.62605789999999,16.6522014
412,2408,"Stationsgatan, 923 31 Storuman, Sweden",POINT (17.1151559 65.0960436),2408,,Butik,STORUMAN,Västerbottens län,42,65.0960436,17.1151559
413,2409,"Storgatan, Åsele, Sweden",POINT (17.3510754 64.16113419999999),2409,,Butik,ÅSELE,Västerbottens län,38,64.16113419999999,17.3510754
414,2410,"Storgatan, 930 70 Malå, Sweden",POINT (18.7390971 65.18454699999999),2410,,Butik,MALÅ,Västerbottens län,38,65.184547,18.7390971
415,2411,"Strandvägen, Sorsele, Sweden",POINT (17.5225826 65.53933359999999),2411,,Butik,SORSELE,Västerbottens län,38,65.53933359999999,17.5225826
416,2412,"Parkvägen, Dorotea, Sweden",POINT (16.417933 64.26110629999999),2412,,Butik,DOROTEA,Västerbottens län,38,64.2611063,16.417933
417,2413,"Affärsvägen, Nordmaling, Sweden",POINT (19.4959586 63.5669899),2413,,Butik,NORDMALING,Västerbottens län,54,63.5669899,19.4959586
418,2414,"Storgatan, Norsjö, Sweden",POINT (19.4775903 64.9145638),2414,,Butik,NORSJÖ,Västerbottens län,39,64.9145638,19.4775903
419,2415,"Järnvägsallén, Vindeln, Sweden",POINT (19.718143 64.202671),2415,,Butik,VINDELN,Västerbottens län,38,64.202671,19.718143
420,2416,"Formvägen, 906 21 Umeå, Sweden",POINT (20.3088167 63.8507896),2416,Ersboda,Butik,UMEÅ,Västerbottens län,82,63.8507896,20.3088167
421,2417,"Storgatan 29B, 915 31 Robertsfors, Sweden",POINT (20.8478494 64.19267549999999),2417,,Butik,ROBERTSFORS,Västerbottens län,39,64.19267549999999,20.8478494
422,2418,"Storgatan, 916 31 Bjurholm, Sweden",POINT (19.2120215 63.9297628),2418,,Butik,BJURHOLM,Västerbottens län,38,63.9297628,19.2120215
423,2419,"Blå vägen, Sweden",POINT (17.7055663 64.9752637),2419,,Butik,HEMAVAN,Västerbottens län,61,64.9752637,17.7055663
424,2420,"Marknadsgatan 5, 904 22 Umeå, Sweden",POINT (20.2544497 63.8058531),2420,Avion,Butik,UMEÅ,Västerbottens län,78,63.8058531,20.2544497
425,2501,"Storgatan, Luleå, Sweden",POINT (22.1521157 65.58419379999999),2501,,Butik,LULEÅ,Norrbottens län,76,65.5841938,22.1521157
426,2503,"Besiktningsvägen 19A, 973 45 Luleå, Sweden",POINT (22.046603 65.6190701),2503,Storheden,Butik,LULEÅ,Norrbottens län,83,65.6190701,22.046603
427,2504,"Storgatan, Piteå, Sweden",POINT (21.4720501 65.3192478),2504,,Butik,PITEÅ,Norrbottens län,82,65.3192478,21.4720501
428,2505,"Drottninggatan 8b, 961 35 Boden, Sweden",POINT (21.6852649 65.82352419999999),2505,,Butik,BODEN,Norrbottens län,76,65.8235242,21.6852649
429,2506,"Norra Esplanaden, Haparanda, Sweden",POINT (24.1321841 65.8392277),2506,,Butik,HAPARANDA,Norrbottens län,56,65.8392277,24.1321841
430,2507,"Geologgatan 7B, 981 31 Kiruna, Sweden",POINT (20.2277663 67.854316),2507,,Butik,KIRUNA,Norrbottens län,76,67.854316,20.2277663
431,2508,"Hantverkaregatan, Gällivare, Sweden",POINT (20.6624883 67.1353398),2508,,Butik,GÄLLIVARE,Norrbottens län,55,67.1353398,20.6624883
432,2509,"Stationsgatan 21A, 933 32 Arvidsjaur, Sweden",POINT (19.1746176 65.5921137),2509,,Butik,ARVIDSJAUR,Norrbottens län,53,65.5921137,19.1746176
433,2510,"Strandgatan, Kalix, Sweden",POINT (23.1429847 65.8553823),2510,,Butik,KALIX,Norrbottens län,61,65.8553823,23.1429847
434,2511,"Berggatan, 962 32 Jokkmokk, Sweden",POINT (19.8288586 66.6064186),2511,,Butik,JOKKMOKK,Norrbottens län,40,66.6064186,19.8288586
435,2512,"Skolgatan, Älvsbyn, Sweden",POINT (21.0115702 65.6712891),2512,,Butik,ÄLVSBYN,Norrbottens län,53,65.6712891,21.0115702
436,2513,"Medborgarvägen, 984 31 Pajala, Sweden",POINT (23.3700378 67.2120884),2513,,Butik,PAJALA,Norrbottens län,38,67.2120884,23.3700378
437,2514,"Hemvägen, 957 31 Övertorneå, Sweden",POINT (23.6538163 66.38338519999999),2514,,Butik,ÖVERTORNEÅ,Norrbottens län,39,66.38338519999999,23.6538163
438,2515,"Storgatan 15B, 938 31 Arjeplog, Sweden",POINT (17.892314 66.0524076),2515,,Butik,ARJEPLOG,Norrbottens län,41,66.0524076,17.892314
439,2516,"Tvärgatan, 956 31 Överkalix, Sweden",POINT (22.8433528 66.3252739),2516,,Butik,ÖVERKALIX,Norrbottens län,38,66.3252739,22.8433528
